// Ability_KingKlout1	
Ability_KingKlout1_name	Goblin Toss
	
// Ability_Riptide3	
Ability_Riptide3_name	In My Element
Ability_Riptide3_description	Находясь в своей стихии... воде... Riptide крепчает и получает особые преимущества.
Ability_Riptide3_description_simple	Находясь в воде, Riptide пассивно получает следующие усиления:\nСила атаки: ^o{10,20,30,40} ед.^*\nСкорость атаки: ^o{30,40,50,60} ед.^*\nСкорость движения: ^o{5,10,15,20}%.^*\nНевидимость: пока герой врага не окажется на расстоянии ^o{450}^* ед. или ближе.\nПрохождение через войска.\n\nИспользование способности ^oсоздаёт огромную лужу^*, в которой стоит Riptide. Эта лужа остаётся до тех пор, пока не будет создана другая.
Ability_Riptide3_effect_header	Эффекты В своей стихии
Ability_Riptide3_IMPACT_effect	Пассивно накладывает эффект ^oВ своей стихии^* на вашего героя, пока тот в воде. При выходе из воды эффект сохраняется ещё 1,5 секунды.\n\nПри использовании, ^oсоздаёт лужу радиусом 600 ед.^* с Riptide в центре. Эта лужа остаётся до тех пор, пока не будет создана другая.
Ability_Riptide3_tooltip_flavor	Не дай себе засохнуть!
	
// State_Riptide_Ability3	
State_Riptide_Ability3_name	In My Element
State_Riptide_Ability3_FRAME_effect	Невидим, пока не приближается к герою врага на расстояние 450 ед.\nНевидимость наступает с задержкой в 2 секунды.
	
// Ability_Riptide4	
Ability_Riptide4_name	Eye of the Storm
Ability_Riptide4_description	Riptide становится огромной волной, которая сметает всё на своём пути.
Ability_Riptide4_description_simple	Ваш герой становится волной и мчится в выбранном направлении, ^oразгоняясь до максимальной скорости за 5 секунд^*. Во время движения он ^oпроходит через всё^* и обладает ^oполной защитой от магии^*. Способность действует ^o20 секунд^* или до отмены.\nПри остановке или столкновении с героем врага, волна расплёскивается на гигантской площади, ^oотбрасывает врагов и оглушает их на 1 секунду^*, наносит ^oдо {200,300,400} ед. магического урона^*. Враги замедляются на 100% (ослабевающий эффект) и захлёбываются 5 секунд.
Ability_Riptide4_effect_header	Эффекты Глаза бури
Ability_Riptide4_IMPACT_effect	При использовании, ваш герой становится огромной волной и мчится в выбранном направлении, ^oразгоняясь до максимальной скорости в 600 ед. за 5 секунд^*. Ваш герой проходит сквозь всё во время движения и через 1 секунду после остановки. Способность действует ^o20 секунд^* или до отмены.\n\nПри остановке или столкновении с героем врага, волна расплёскивается в радиусе 400 ед., ^oотбрасывает врагов и оглушает их на 1 секунду^*, первоначально наносит ^o{100,150,200} ед. магического урона^* и далее до ^o{100,150,200} ед. добавочного магического урона^*, размер которого зависит от скорости волны в конце движения. Способность накладывает на задетых врагов эффект ^oГлаз бури^* на 5 секунд.\n\n- В виде волны Riptide обладает полной защитой от магии.\n- Максимальный потенциальный урон накапливается за 2 секунды.\n^o- Ваш герой получает дополнительный навык для поворота волны во время её движения.^*
Ability_Riptide4_tooltip_flavor	Тебя раздавит, как утлую лодчонку. И утянет вниз... В ПУЧИНУ!
	
// State_Riptide_Ability4	
State_Riptide_Ability4_name	Eye of the Storm
State_Riptide_Ability4_FRAME_effect	В воде\nСеет хаос
	
// State_Riptide_Ability4_Aftereffect	
State_Riptide_Ability4_Aftereffect_name	Eye of the Storm
	
// State_Riptide_Ability4_Enemy	
State_Riptide_Ability4_Enemy_Affected_name	Eye of the Storm
State_Riptide_Ability4_Enemy_Affected_FRAME_effect	Захлёбывается в воде.\nСкорость движения первоначально уменьшена на 100%, восстанавливается до полной за 5 секунд.
	
// Ability_Riptide4_Sub	
Ability_Riptide4_Sub_name	Turn
Ability_Riptide4_Sub_description	Поворачивает волну при её движении.
Ability_Riptide4_Sub_description_simple	При использовании, волна медленно поворачивает за указателем мыши.
Ability_Riptide4_Sub_IMPACT_effect	При использовании, волна медленно поворачивает за указателем мыши.\n\n- Эту способность можно использовать при оглушении или немоте.
	
// Hero_Riptide	
Hero_Riptide_name	Riptide
Hero_Riptide_description	Мало кто из моряков Пустого моря настолько смел или безрассуден, чтобы шептаться об Утробе - глубочайшей океанской впадине во всём изрезанном расселинами Новоземье. Но даже они могут лишь повторять слухи и предания, ибо любой, кто воистину видел чёрный зёв бездны, угодил в её чернильную глубину. Многие бедняги останутся там навек...или до поры, пока Утроба не решит извергнуть их: живых утопленников, смятых страшным давлением, искорёженных коварным замыслом пустоты.
Hero_Riptide_role	Riptide получает большое преимущество на раннем этапе игры в качестве ганкера. К концу игры герой может превратиться в неплохого кэрри.
	
// Ability_Rocky1	
Ability_Rocky1_name	Stalagmites
Ability_Rocky1_description	Pebbles вытягивает из-под земли поле сталагмитов, которые оглушают задетых врагов и наносят им урон.
Ability_Rocky1_description_simple	Выберите место, чтобы нанести врагам в области действия ^o{85,145,205,265} ед. магического урона^* и ^oоглушить их на 2 секунды^*. Воины под воздействием Пинка получают двойной урон от Сталагмитов.\n\n^oМаксимальный урон можно нанести быстрым использованием сперва Сталагмитов, затем Пинка.^*
Ability_Rocky1_effect_header	Эффекты Сталагмитов
Ability_Rocky1_IMPACT_effect	Наносит целям в области действия {85,145,205,265} ед. магического урона и оглушает их на 2 секунды.\n\nУрон наносится в 4 захода с интервалом 0,25 сек. Если цель находится в воздухе после Пинка, каждый заход наносит ей дополнительно {25,40,55,70} ед. магического урона, вплоть до {185,305,425,545} ед.\n\n^oМаксимальный урон можно нанести быстрым использованием сперва Сталагмитов, затем Пинка.^*
Ability_Rocky1_tooltip_flavor	А сталактитов не будет?
	
// Ability_Rocky2	
Ability_Rocky2_name	Chuck
Ability_Rocky2_description	Pebbles пинает оказавшегося поблизости видимого воина в выбранное место. Приземляясь, невольный снаряд получает урон и наносит его всем врагам на месте приземления.
Ability_Rocky2_description_simple	Выберите воина, чтобы пнуть в него другим ближайшим воином в пределах досягаемости. Враги в месте приземления получают ^o{70,140,210,280} ед. магического урона^*, а отправленный в полёт воин получает ^o20% от этого урона в виде дополнительного магического^*.
Ability_Rocky2_description_simple:Rocky_Grow1	Выберите воина, чтобы пнуть в него другим ближайшим воином в пределах досягаемости. Враги в месте приземления получают ^o{70,140,210,280} ед. магического урона^*, а отправленный в полёт воин получает ^o35% от этого урона в виде дополнительного магического^* (20% если это союзник).
Ability_Rocky2_description_simple:Rocky_Grow2	Выберите воина, чтобы пнуть в него другим ближайшим воином в пределах досягаемости. Враги в месте приземления получают ^o{70,140,210,280} ед. магического урона^*, а отправленный в полёт воин получает ^o50% от этого урона в виде дополнительного магического^* (20% если это союзник).
Ability_Rocky2_description_simple:Rocky_Grow3	Выберите воина, чтобы пнуть в него другим ближайшим воином в пределах досягаемости. Враги в месте приземления получают ^o{70,140,210,280} ед. магического урона^*, а отправленный в полёт воин получает ^o65% от этого урона в виде дополнительного магического^* (20% если это союзник).
Ability_Rocky2_effect_header	Эффекты Пинка
Ability_Rocky2_IMPACT_effect	Пинает ближайшего воина в цель на расстоянии до 275 ед. Воин взлетает в воздух на 1 секунду.\n\nПриземляясь, он наносит {70,140,210,280} ед. магического урона врагам в области действия. Здания получают 33% урона. Отправленный в полёт воин получает {14,28,42,56} ед. дополнительного магического урона.
Ability_Rocky2_IMPACT_effect:Rocky_Grow1	Пинает ближайшего воина в цель на расстоянии до 275 ед. Воин взлетает в воздух на 1 секунду.\n\nПриземляясь, он наносит {70,140,210,280} ед. магического урона врагам в области действия. Здания получают 33% урона. Отправленный в полёт враг получает {25,49,74,98} ед., а союзник - {15,30,45,60} ед. дополнительного магического урона.
Ability_Rocky2_IMPACT_effect:Rocky_Grow2	Пинает ближайшего воина в цель на расстоянии до 275 ед. Воин взлетает в воздух на 1 секунду.\n\nПриземляясь, он наносит {70,140,210,280} ед. магического урона врагам в области действия. Здания получают 33% урона. Отправленный в полёт враг получает {35,70,205,140} ед., а союзник - {15,30,45,60} ед. дополнительного магического урона.
Ability_Rocky2_IMPACT_effect:Rocky_Grow3	Пинает ближайшего воина в цель на расстоянии до 275 ед. Воин взлетает в воздух на 1 секунду.\n\nПриземляясь, он наносит {70,140,210,280} ед. магического урона врагам в области действия. Здания получают 33% урона. Отправленный в полёт враг получает {46,91,137,182} ед., а союзник - {15,30,45,60} ед. дополнительного магического урона.
Ability_Rocky2_tooltip_flavor	Кого пнуть со скалы?
	
// Ability_Rocky3	
Ability_Rocky3_name	Slab Skin
Ability_Rocky3_description	Pebbles становится ещё твёрже, а ослабления скатываются с него, как сель с горы.
Ability_Rocky3_description_simple	Пассивно добавляет ^o{2,4,6,8} ед. брони^* и ^oуменьшает время действия ослаблений на {10,20,30,40}%^*.
Ability_Rocky3_effect_header	Эффекты Каменных плит
Ability_Rocky3_tooltip_flavor	Твёрдый как.. скала!
	
// Ability_Rocky4	
Ability_Rocky4_name	Enlarge
Ability_Rocky4_description	Делает Pebbles больше, увеличивает силу атаки и скорость движения, а также усиливает другие способности, но атаковать герой начинает реже.
Ability_Rocky4_description_simple	Пассивно добавляет ^o{40,60,120} ед. базового урона^*, ^o{5,10,15} ед. скорости движения^*, ^o{50,100,150} ед. дальности сотворения^* Сталагмитов, увеличивает урон от Пинка до ^o{35,50,65}%^* от урона по области. При этом, атаки Pebbles замедляются в зависимости от уровня ультимейт способности.\n\n^gПосох владыки^* позволяет Пинать в цель до 3 воинов.
Ability_Rocky4_description2	Пассивно добавляет {40,80,120} ед. базового урона и {5,10,15} ед. скорости движения, но увеличивает интервал между базовыми атаками с 1,7 до {1.9,2.1,2.3} сек.^yСталагмиты^*\n- Увеличивает дальность сотворения на {50,100,150} ед.\n\n^yПинок^*\n- Увеличивает дополнительный урон, получаемый отправленным в полёт воином, с 20% до {35,50,65}% от урона по области.\n\n^gЭту способность можно усилить Посохом владыки.^*\n\n^gЭффект посоха:^* во время действия способности позволяет Пинать в цель до 3 воинов.
Ability_Rocky4_effect_header	Эффекты Громадины
Ability_Rocky4_FRAME_effect	
Ability_Rocky4_IMPACT_effect	
Ability_Rocky4_tooltip_flavor	Закурить не будет? А если найду?
	
Ability_Rocky4_name:ult_boost	Group Chuck ^g(Boosted)^*
Ability_Rocky4_description:ult_boost	Позволяет Pebbles Пинком отправлять в полёт несколько воинов во время действия ультимейт способности, которая делает героя больше, увеличивает силу его атаки и скорость движения, усиливает другие способности, но делает атаки реже.
Ability_Rocky4_description2:ult_boost	Пассивно добавляет {40,80,120} ед. базового урона и {5,10,15} ед. скорости движения, но увеличивает интервал между базовыми атаками с 1,7 до {1.9,2.1,2.3} сек.^yСталагмиты^*\n- Увеличивает дальность сотворения на {50,100,150} ед.\n\n^yПинок^*\n- Увеличивает дополнительный урон, получаемый отправленным в полёт воином, с 20% до {35,50,65}% от урона по области.\n\n^gЭта способность усилена Посохом владыки.^*
Ability_Rocky4_description_simple:ult_boost	Выберите воина, чтобы пнуть в него тремя ближайшими воинами в пределах досягаемости и нанести урон, который зависит от уровня Пинка. Максимальный урон равен 150% от обычного урона.\n\nПассивно добавляет ^o{40,60,120} ед. базового урона^*, ^o{5,10,15} ед. скорости движения^* и ^o{50,100,150} ед. дальности сотворения^* Сталагмитов.\n\nУвеличивает урон, получаемый отправленными в полёт Пинком, до ^o{35,50,65}% от урона по области.^*\n\n^gЭта способность усилена Посохом владыки.^*
Ability_Rocky4_IMPACT_effect:ult_boost	Пинает в цель до 3 воинов на расстоянии до 325 ед. Приземляясь, каждый воин наносит урон по области, размер которого зависит от уровня Пинка. Максимальный общий урон равен 150% от обычного. Здания получают 33% урона.\n\nУ Группового пинка общая перезарядка с обычным Пинком.
	
// Hero_Rocky	
Hero_Rocky_name	Pebbles
Hero_Rocky_description	Обитающие в Новоземье порождения стихий издревле не вмешиваются в распри смертных, предпочитая залечивать нанесённые войнами раны мира. Так было до поры. Сейчас, когда пришла невиданная беда, некоторые духи стихий подняли руку на демонов. Громадный и неумолимый Pebbles - один из этих элементалей.
Hero_Rocky_role	Pebbles обладает невероятной силой, потому что развивает ударные способности до максимума практически в начале игры. Сочетание Сталагмитов и Пинка за секунду стирает слабых врагов в порошок. Получая Портальный ключ, элементаль начинает использовать заклинания с беспощадной точностью.
	
// Ability_Salomon1	
Ability_Salomon1_name	Cosmic Cleave
Ability_Salomon1_description	Изучение этой способности даст вашему герою два навыка: Космическое рассечение (близко) и Космическое рассечение (далеко). С их помощью герой наносит урон врагам перед собой или на отдалении.
Ability_Salomon1_description_simple	Даёт навыки Космическое рассечение (близко) и Космическое рассечение (далеко). При использовании, наносит врагам перед вашим героем или вдали от него ^o{30,60,90,120} ед. урона с прибавкой в размере 50%^* от силы атаки Salomon. Кроме того, задетые враги замедляются на 20%.
Ability_Salomon1_IMPACT_effect	Используйте, чтобы нанести размашистый удар. Враги на расстоянии до 300 или от 300 до 600 ед. от вашего героя получают {30,60,90,120} ед. урона с прибавкой в размере 50% от силы атаки Salomon и замедляются на 20% на 2,5 секунды.
Ability_Salomon1_tooltip_flavor	
	
// Ability_Salomon1a	
Ability_Salomon1a_name	Cosmic Cleave(Close)
Ability_Salomon1a_description	Salomon наносит размашистый удар по области перед собой, раня всех задетых врагов и замедляя их.
Ability_Salomon1a_description_simple	Используйте, чтобы ударить врагов на расстоянии до 300 ед. перед вашим героем, нанести им ^o{30,60,90,120,150} ед. магического урона^* с прибавкой в размере ^o50% от силы атаки Salomon^* и замедлить их движение на 20%.
Ability_Salomon1a_IMPACT_effect	Используйте, чтобы ударить врагов на расстоянии до 300 ед. перед вашим героем, нанести им {30,60,90,120} ед. магического урона с прибавкой в размере 50% от силы атаки Salomon и замедлить их движение на 20%.\n\n- Начальный угол области 120 градусов, длина 300 ед.
Ability_Salomon1a_tooltip_flavor	
	
// Ability_Salomon1b	
Ability_Salomon1b_name	Cosmic Cleave(Far)
Ability_Salomon1b_description	Salomon наносит размашистый удар по области вдалеке от себя, раня всех задетых врагов и замедляя их.
Ability_Salomon1b_description_simple	Используйте, чтобы ударить врагов на расстоянии 300-600 ед. от вашего героя, нанести им ^o{30,60,90,120} ед. магического урона^* с прибавкой в размере ^o50% от силы атаки Salomon^* и замедлить их движение на 20%.
Ability_Salomon1b_IMPACT_effect	Используйте, чтобы ударить врагов на расстоянии 300-600 ед. от вашего героя, нанести им {30,60,90,120} ед. магического урона с прибавкой в размере 50% от силы атаки Salomon и замедлить их движение на 20%.\n\n- Начальный угол области 120 градусов, начало с 300 ед., длина 300 ед.
Ability_Salomon1b_tooltip_flavor	
	
// State_Salomon_Ability1	
State_Salomon_Ability1_name	Cosmic Cleave
	
// State_Salomon_Ability1b	
State_Salomon_Ability1b_name	Cosmic Cleave
	
// Ability_Salomon2	
Ability_Salomon2_name	Wish For Wealth
Ability_Salomon2_description	Пассивно даёт заряд на 40 секунд при каждом убийстве существа. Помимо этого, даёт золото в количестве ^o({4,7,10,13} + заряды)^* за каждое убитое вашим героем существо.\n\nМаксимальная прибавка золота: {10,15,20,25} монет за убийство. Срок действия у каждого заряда свой.
Ability_Salomon2_description_simple	Пассивно даёт дополнительное золото в количестве ^o({4,7,10,13} + заряды)^* при каждом убийстве существа вашим героем. Максимальная прибавка золота: ^o{10,15,20,25}^* монет за убийство.\n\nУбийство существа даёт 1 заряд на 40 секунд.
Ability_Salomon2_tooltip_flavor	
	
// Ability_Salomon3	
Ability_Salomon3_name	Wish For Power
Ability_Salomon3_description	Пассивно ускоряет атаку ближайших союзников. Можно использовать эту способность для получения двойного эффекта.
Ability_Salomon3_description_simple	Пассивно увеличивает ^oскорость атаки вашего героя и ближайших союзников на {10,15,20,25} ед.^*\n\nИспользуйте способность, чтобы ^oвдвое увеличить прибавку к скорости атаки^* на 10 секунд.
Ability_Salomon3_IMPACT_effect	Используйте, чтобы вдвое усилить воздействие ауры на 10 секунд.
Ability_Salomon3_effect_header	
Ability_Salomon3_effect_header2	
Ability_Salomon3_tooltip_flavor	
	
// State_Salomon_Speed_Ability3	
State_Salomon_Speed_Ability3_name	Wish for Power
	
// Ability_Salomon4	
Ability_Salomon4_name	Wish for Revenge
Ability_Salomon4_ACTIVATE_COST_effect	
Ability_Salomon4_description	Salomon становится воплощением мести и получает новые способности.
Ability_Salomon4_description_simple	При использовании ваш герой становится воплощением мести на срок до ^o20 секунд^*.\n\nУ воплощения ^o{1100,1700,2300}^* ед. здоровья и ^oновые способности^*, однако аватар теряет {55,85,115} ед. здоровья в секунду.
Ability_Salomon4_IMPACT_effect	При использовании ваш герой становится воплощением мести. В этом облике он получает новые способности, а любой полученный урон уменьшает здоровье аватара, а не самого героя. У воплощения {1100,1700,2300} ед. здоровья, однако оно теряет {55,85,115} ед. здоровья в секунду.
Ability_Salomon4_tooltip_flavor	
	
// Ability_Salomon1:Salomon_Ult_Active	
Ability_Salomon1_name:Salomon_Ult_Active	Flaming Cleave
Ability_Salomon1_description:Salomon_Ult_Active	Аватар атакует врагов в небольшой области перед собой и наносит им значительный урон.
Ability_Salomon1_description_simple:Salomon_Ult_Active	Используйте, чтобы ударить врагов на расстоянии до 300 ед. перед аватаром.\n\nУдар наносит ^o{100,200,300}^* ед. ^oмагического урона^* с прибавкой в размере 50% от силы атаки.
Ability_Salomon1_IMPACT_effect:Salomon_Ult_Active	Используйте, чтобы ударить врагов на расстоянии до 300 ед. перед аватаром.\n\nУдар наносит ^o{100,200,300}^* ед. ^oмагического урона^* с прибавкой в размере 50% от силы атаки.
	
// Ability_Salomon2:Salomon_Ult_Active	
Ability_Salomon2_name:Salomon_Ult_Active	Avenging Leap
Ability_Salomon2_description:Salomon_Ult_Active	Аватар прыгает на выбранного врага, наносит урон и ненадолго оглушает все задетые цели.
Ability_Salomon2_description_simple:Salomon_Ult_Active	Выберите врага, чтобы прыгнуть на него, нанести ^o{50,100,150} ед. магического урона^* и на ^o1,25 сек. оглушить^* врагов в радиусе 300 ед. вокруг цели.
Ability_Salomon2_IMPACT_effect:Salomon_Ult_Active	Выберите врага. Аватар прыгнет на него и на 1,25 сек. оглушит врагов в радиусе 300 ед. вокруг цели. Прыжок наносит {50,100,150} ед. магического урона.
	
// Ability_Salomon3:Salomon_Ult_Active	
Ability_Salomon3_name:Salomon_Ult_Active	Golden Sword
Ability_Salomon3_description:Salomon_Ult_Active	Пассивно наделяет все авто-атаки и способности аватара возможностью ^oзамедлить движение задетых врагов на 20%^* на 3 секунды.\n\nЗа убийство вражеских героев вы дополнительно получаете ^o{60,120,180} золотых монет^*.
Ability_Salomon3_description_simple:Salomon_Ult_Active	Пассивно наделяет все авто-атаки и способности аватара возможностью ^oзамедлить движение задетых врагов на 20%^* на 3 секунды.\n\nЗа убийство вражеских героев вы дополнительно получаете ^o{60,120,180} золотых монет^*.
Ability_Salomon3_IMPACT_effect:Salomon_Ult_Active	
	
// State_Salomon_Ability3_Ult	
State_Salomon_Ability3_Ult_name	Golden Sword
	
// Ability_Salomon4:Salomon_Ult_Active	
Ability_Salomon4_name:Salomon_Ult_Active	Phenomenal Cosmic Powers!
Ability_Salomon4_description:Salomon_Ult_Active	Используйте, чтобы ваш герой немедленно перестал быть воплощением мести. Исчезновение аватара сопровождается мощным взрывом, который наносит магический урон ближайшим врагам. Можно использовать только при низком здоровье аватара.
Ability_Salomon4_description_simple:Salomon_Ult_Active	Можно использовать, если здоровье аватара упало до 30% от максимального или ниже.\n\nИспользуйте, чтобы выпустить сферы, которые станут летать вокруг вашего героя и нанесут до ^o{400,600,800} ед. магического урона^*. После этого все сферы взрываются, и каждая наносит ещё ^o{75,112.5,150} ед. магического урона^*.
Ability_Salomon4_description_simple:Salomon_Ult_Active_Alt	Можно использовать, если здоровье аватара упало до 30% от максимального или ниже.\n\nИспользуйте, чтобы выпустить сферы, которые станут летать вокруг вашего героя и нанесут до ^o{400,600,800} ед. магического урона^*. После этого все сферы взрываются, и каждая наносит ещё ^o{75,112.5,150} ед. магического урона^*.
Ability_Salomon4_description_simple:Salomon_Ult_Active_Alt2	Можно использовать, если здоровье аватара упало до 30% от максимального или ниже.\n\nИспользуйте, чтобы выпустить сферы, которые станут летать вокруг вашего героя и нанесут до ^o{400,600,800} ед. магического урона^*. После этого все сферы взрываются, и каждая наносит ещё ^o{75,112.5,150} ед. магического урона^*.
Ability_Salomon4_description_simple:Salomon_Ult_Active_Alt3	Можно использовать, если здоровье аватара упало до 30% от максимального или ниже.\n\nИспользуйте, чтобы выпустить сферы, которые станут летать вокруг вашего героя и нанесут до ^o{400,600,800} ед. магического урона^*. После этого все сферы взрываются, и каждая наносит ещё ^o{75,112.5,150} ед. магического урона^*.
Ability_Salomon4_IMPACT_effect:Salomon_Ult_Active	Можно использовать, если здоровье аватара упало до {385,595,805} ед. или ниже.\n\nИспользуйте, чтобы выпустить сферы, которые станут летать вокруг вашего героя и нанесут до ^o{400,600,800} ед. магического урона^*. После этого все сферы взрываются, и каждая наносит ещё ^o{75,112.5,150} ед. магического урона^*.
Ability_Salomon4_IMPACT_effect:Salomon_Ult_Active_Alt	Можно использовать, если здоровье аватара упало до {385,595,805} ед. или ниже.\n\nИспользуйте, чтобы выпустить сферы, которые станут летать вокруг вашего героя и нанесут до ^o{400,600,800} ед. магического урона^*. После этого все сферы взрываются, и каждая наносит ещё ^o{75,112.5,150} ед. магического урона^*.
Ability_Salomon4_IMPACT_effect:Salomon_Ult_Active_Alt2	Можно использовать, если здоровье аватара упало до {385,595,805} ед. или ниже.\n\nИспользуйте, чтобы выпустить сферы, которые станут летать вокруг вашего героя и нанесут до ^o{400,600,800} ед. магического урона^*. После этого все сферы взрываются, и каждая наносит ещё ^o{75,112.5,150} ед. магического урона^*.
Ability_Salomon4_IMPACT_effect:Salomon_Ult_Active_Alt3	Можно использовать, если здоровье аватара упало до {385,595,805} ед. или ниже.\n\nИспользуйте, чтобы выпустить сферы, которые станут летать вокруг вашего героя и нанесут до ^o{400,600,800} ед. магического урона^*. После этого все сферы взрываются, и каждая наносит ещё ^o{75,112.5,150} ед. магического урона^*.
	
// Hero_Salomon	
Hero_Salomon_name	Salomon
Hero_Salomon_description	Могущественный Salomon был призван Ophelia, чтобы стать волшебным хранителем Легиона и навеки отучить Преисподнюю от желания обладать Новоземьем.
Hero_Salomon_role	Salomon - сильный воин ближнего боя, к которому рекой течёт золото. Этот герой делает ставку на быстрое обогащение и получает предметы высокого уровня раньше, чем остальные, что позволяет вырваться вперёд в начале и середине игры.
	
// Ability_SandWraith1	
Ability_SandWraith1_name	Desert's Curse
Ability_SandWraith1_description	Sand Wraith насылает вечное проклятие пустыни, засыпая песком землю перед собой. Угодившие в песок враги замедляются, в то время как Sand Wraith движется быстрее и начинает проходить сквозь скалы и деревья.
Ability_SandWraith1_description_simple	Выберите место или воина, чтобы насыпать полосу песка, которая наносит ^o{50,100,150,200} ед. магического урона^* всем задетым врагам.\n\nЗадетые песком или зашедшие на него враги ^oзамедляются на {12,16,20,24}%^*.\n\nБудучи на песке и в течение 3 секунд после этого, ваш герой может ^oпроходить через любую местность^*.
Ability_SandWraith1_effect_header	Родная земля
Ability_SandWraith1_effect_header2	Проклятие пустыни
Ability_SandWraith1_IMPACT_effect	Насыпает полосу песка до выбранного места или врага на расстоянии до 2000 ед. от вашего героя. Задетые враги получают {50,100,150,200} ед. магического урона. Если целью выбран враг, он будет оставлять за собой дорожку из песка.\n\nПока Sand Wraith находится на песке, на нём висит эффект Родная земля, спадающий через 3 секунды после ухода с песка. На находящихся на песке врагов накладывается эффект Проклятие пустыни, спадающий через 1 секунду после ухода с песка.
Ability_SandWraith1_tooltip_flavor	Я только вчера всё подмела!
	
// State_SandWraith_Ability1	
State_SandWraith_Ability1_Path_name	Familiar Ground
State_SandWraith_Ability1_Debuff_name	Проклятие пустыни
	
// Ability_SandWraith2	
Ability_SandWraith2_name	Deserted
Ability_SandWraith2_description	Sand Wraith умеет охотиться на отбившихся от каравана путников. Он наносит повышенный урон врагу, который далеко от своих.
Ability_SandWraith2_description_simple	Sand Wraith дополнительно наносит ^o{15,25,35,45} ед. чистого урона^* героям врага, ставшим жертвами Проклятия пустыни или отбившимся от своих.
Ability_SandWraith2_ATTACK_IMPACT_effect	Sand Wraith дополнительно наносит {15,25,35,45} ед. чистого урона героям врага с эффектом Проклятие пустыни, либо отошедшим от соратников дальше, чем на 300 ед.
Ability_SandWraith2_tooltip_flavor	Тебя не учили, что сила в единстве?
	
// Ability_SandWraith3	
Ability_SandWraith3_name	Dissipate
Ability_SandWraith3_description	Пользуясь песком как щитом, Sand Wraith уменьшает получаемый урон и даже отражает его на окружающих врагов.
Ability_SandWraith3_description_simple	Пассивно даёт ^oуменьшение урона на {4,8,12,16}%^*.\n\nЭтот урон не исчезает, а становится магическим и отражается на всех врагов в области действия.
Ability_SandWraith3_DAMAGED_effect	{4,8,12,16}% всего получаемого Sand Wraith урона поглощается щитом и отражается в виде магического урона на всех врагов в радиусе 700 ед.
Ability_SandWraith3_tooltip_flavor	До меня ты доберёшься только в вакууме!
	
// Ability_SandWraith4	
Ability_SandWraith4_name	Mirage
Ability_SandWraith4_description	Sand Wraith обманывает разум воинов, создавая собственные воинственные копии рядом с героями врага. В любой момент Sand Wraith может занять место одной из таких иллюзий.
Ability_SandWraith4_description2	^gЭту способность можно усилить Посохом владыки.^*\n\n^gЭффект посоха:^* телепортация пугает врагов в радиусе 400 ед. на 2 секунды, затем замедляет их движение на 15% на 4 секунды.
Ability_SandWraith4_description_simple	Используйте, чтобы создать иллюзорные копии вашего героя рядом со всеми героями врага на карте. Иллюзии существуют ^o{4,5,6} сек.^*\n\nПовторное использование способности позволяет выбрать точку назначения, телепортироваться и занять место иллюзии, которая ближе всех к этой точке.\n\n^gПосох владыки:^* телепортация пугает и замедляет врагов в большой области.
Ability_SandWraith4_description_simple:SandWraith4_Active	Выберите точку назначения. Ваш герой телепортируется и займёт место иллюзии, которая ближе всех к этой точке.
Ability_SandWraith4_IMPACT_effect	Создаёт иллюзорные копии Sand Wraith рядом со всеми героями врага на {4,5,6} сек. Иллюзии неуправляемы и могут только атаковать героев врага, рядом с которыми появились.\n\nНа время действия способности кнопка Мираж заменяется кнопкой Во плоти. Использование способности Во плоти позволяет Sand Wraith мгновенно занять место ближайшей иллюзии.
Ability_SandWraith4_name:SandWraith4_Active	Во плоти
Ability_SandWraith4_description:SandWraith4_Active	Sand Wraith может занять место любого иллюзорного порождения Миража.
Ability_SandWraith4_IMPACT_effect:SandWraith4_Active	Занимает место иллюзии, которая ближе всех к выбранной точке.
Ability_SandWraith4_tooltip_flavor	Пустыне свойственно коварство миражей.
Ability_SandWraith4_name:ult_boost	Delusional Mirage ^g(Boosted)^*
Ability_SandWraith4_description2:ult_boost	^gЭта способность усилена Посохом владыки.^*
Ability_SandWraith4_description_simple:ult_boost	Используйте, чтобы создать иллюзорные копии вашего героя рядом со всеми героями врага на карте. Иллюзии существуют ^o{4,5,6} сек.^*\n\nПовторное использование способности позволяет выбрать точку назначения, телепортироваться и занять место иллюзии, которая ближе всех к этой точке.\n\n^gТелепортация пугает врагов в точке прибытия на 2 секунды,^* потом ^gзамедляет их на 15% на 4 секунды.^*\n\n^gЭта способность усилена Посохом владыки.^*
Ability_SandWraith4_IMPACT_effect:ult_boost	Создаёт иллюзорные копии Sand Wraith рядом со всеми героями врага на {4,5,6} сек. Иллюзии неуправляемы и могут только атаковать героев врага, рядом с которыми появились.\n\nНа время действия способности кнопка Мираж заменяется кнопкой Во плоти. Использование способности Во плоти позволяет Sand Wraith мгновенно занять место ближайшей иллюзии. По прибытии, ^gваш герой пугает врагов^* в радиусе 400 ед. на 2 секунды, потом ^gуменьшает их скорость движения^* на 15% на 4 секунды.
